title,ingr_full,quant,units,ingr,category,subcategory
oven-baked-caramel-french-toast,1 cup brown sugar,1.0,cups,brown sugar,sugar,
oven-baked-caramel-french-toast,1/2 cup butter,0.5,cups,butter,fat,
oven-baked-caramel-french-toast,2 tablespoons light corn syrup,2.0,tablespoons,syrup,syrup,
oven-baked-caramel-french-toast,"1 cup chopped pecans, divided",1.0,cups,pecans,nut,
oven-baked-caramel-french-toast,12 slices french or italian-style bread,12.0,slices,french bread,bread,
oven-baked-caramel-french-toast,6 eggs,6.0,,eggs,eggs,
oven-baked-caramel-french-toast,1 1/2 cups milk,0.5,cups,milk,milkcream,
oven-baked-caramel-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
oven-baked-caramel-french-toast,1 teaspoon ground nutmeg,1.0,teaspoons,nutmeg,flavor,spice
oven-baked-caramel-french-toast,1 1/2 teaspoons ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
oven-baked-caramel-french-toast,"1/4 teaspoon salt, caramel sauce",0.25,teaspoons,caramel,spread,
oven-baked-caramel-french-toast,1/2 cup brown sugar,0.5,cups,brown sugar,sugar,
oven-baked-caramel-french-toast,1/4 cup butter,0.25,cups,butter,fat,
oven-baked-caramel-french-toast,1 tablespoon light corn syrup,1.0,tablespoons,syrup,syrup,
overnight-french-toast-i,"12 slices day-old bread, cubed",12.0,slices,bread,bread,
overnight-french-toast-i,"2 (8 ounce) packages cream cheese, diced",16.0,ounces,cream cheese,dairy,cheese
overnight-french-toast-i,"1 cup blueberries, rinsed and drained",1.0,cups,blueberries,fruit,
overnight-french-toast-i,12 eggs,12.0,,eggs,eggs,
overnight-french-toast-i,1/3 cup maple syrup,0.33,cups,syrup,syrup,
overnight-french-toast-i,2 cups milk,2.0,cups,milk,milkcream,
sweet-french-toast,3 eggs,3.0,,eggs,eggs,
sweet-french-toast,1/4 cup milk,0.25,cups,milk,milkcream,
sweet-french-toast,2 1/2 tablespoons maple syrup,1.0,tablespoons,syrup,syrup,
sweet-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
sweet-french-toast,1 teaspoon ground cinnamon,1.0,teaspoons,cinnamon,flavor,spice
sweet-french-toast,"1/3 cup cornflakes cereal, crumbled",0.33,cups,cereal,cereal,
sweet-french-toast,8 slices white bread,8.0,slices,white bread,bread,
sweet-french-toast,2 tablespoons confectioners' sugar for dusting,2.0,tablespoons,confectioners sugar,sugar,
three-cheese-stuffed-french-toast,3/4 cup shredded mozzarella cheese,0.75,cups,mozzarella cheese,dairy,cheese
three-cheese-stuffed-french-toast,"4 ounces cream cheese, softened",4.0,ounces,cream cheese,dairy,cheese
three-cheese-stuffed-french-toast,1 tablespoon ricotta cheese,1.0,tablespoons,ricotta cheese,dairy,cheese
three-cheese-stuffed-french-toast,3 tablespoons apricot jam,3.0,tablespoons,apricot jam,spread,
three-cheese-stuffed-french-toast,8 (2 inch thick) slices french bread,8.0,slices,french bread,bread,
three-cheese-stuffed-french-toast,"2 eggs, lightly beaten",2.0,,eggs,eggs,
three-cheese-stuffed-french-toast,1/2 cup milk,0.5,cups,milk,milkcream,
three-cheese-stuffed-french-toast,1 cup cornflakes cereal crumbs,1.0,cups,cereal,cereal,
three-cheese-stuffed-french-toast,2 tablespoons butter,2.0,tablespoons,butter,fat,
three-cheese-stuffed-french-toast,2 cups apricot nectar,2.0,cups,apricot nectar,flavor,liquid
three-cheese-stuffed-french-toast,1/4 cup butter,0.25,cups,butter,fat,
three-cheese-stuffed-french-toast,2 tablespoons white sugar,2.0,tablespoons,sugar,sugar,
three-cheese-stuffed-french-toast,2 teaspoons ground ginger,2.0,teaspoons,ginger,flavor,bulb
three-cheese-stuffed-french-toast,2 cups sliced fresh peaches,2.0,cups,peaches,fruit,
three-cheese-stuffed-french-toast,1/4 cup confectioners' sugar for dusting,0.25,cups,confectioners sugar,sugar,
ultimate-french-toast,4 eggs,4.0,,eggs,eggs,
ultimate-french-toast,2 tablespoons milk,2.0,tablespoons,milk,milkcream,
ultimate-french-toast,1/4 teaspoon ground cinnamon,0.25,teaspoons,cinnamon,flavor,spice
ultimate-french-toast,8 slices bread,8.0,slices,bread,bread,
blueberry-french-toast,"1 (1 pound) loaf italian bread, cut into 1-inch cubes",1.0,pound,italian bread,bread,
blueberry-french-toast,"1 (8 ounce) package cream cheese, diced",8.0,ounces,cream cheese,dairy,cheese
blueberry-french-toast,1 cup blueberries,1.0,cups,blueberries,fruit,
blueberry-french-toast,12 eggs,12.0,,eggs,eggs,
blueberry-french-toast,2 cups milk,2.0,cups,milk,milkcream,
blueberry-french-toast,1/3 cup maple syrup,0.33,cups,syrup,syrup,
blueberry-french-toast,1 cup white sugar,1.0,cups,sugar,sugar,
blueberry-french-toast,2 tablespoons cornstarch,2.0,tablespoons,cornstarch,other,
blueberry-french-toast,1 cup water,1.0,cups,water,other,
blueberry-french-toast,1 cup blueberries,1.0,cups,blueberries,fruit,
blueberry-french-toast,1 tablespoon butter,1.0,tablespoons,butter,fat,
pecan-french-toast,4 eggs,4.0,,eggs,eggs,
pecan-french-toast,2/3 cup orange juice,0.67,cups,orange juice,flavor,liquid
pecan-french-toast,1/3 cup milk,0.33,cups,milk,milkcream,
pecan-french-toast,1/4 cup white sugar,0.25,cups,sugar,sugar,
pecan-french-toast,1/4 teaspoon nutmeg,0.25,teaspoons,nutmeg,flavor,spice
pecan-french-toast,1/4 teaspoon vanilla extract,0.25,teaspoons,vanilla,flavor,spice
pecan-french-toast,"1/2 (1 pound) loaf italian bread, cut into 1 inch slices",0.5,slices,italian bread,bread,
pecan-french-toast,"1/3 cup butter, melted",0.33,cups,butter,fat,
pecan-french-toast,1/2 cup chopped pecans,0.5,cups,pecans,nut,
pecan-french-toast,2 tablespoons grated orange zest,2.0,tablespoons,orange zest,flavor,zest
french-toast-corners,6 slices white bread,6.0,slices,white bread,bread,
french-toast-corners,2 eggs,2.0,,eggs,eggs,
french-toast-corners,2/3 cup milk,0.67,cups,milk,milkcream,
french-toast-corners,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
french-toast-corners,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
french-toast-corners,1 tablespoon butter,1.0,tablespoons,butter,fat,
overnight-french-toast-ii,2 tablespoons corn syrup,2.0,tablespoons,syrup,syrup,
overnight-french-toast-ii,1/2 cup butter,0.5,cups,butter,fat,
overnight-french-toast-ii,1 cup packed brown sugar,1.0,cups,brown sugar,sugar,
overnight-french-toast-ii,"1 (1 pound) loaf french bread, sliced",1.0,pound,french bread,bread,
overnight-french-toast-ii,5 eggs,5.0,,eggs,eggs,
overnight-french-toast-ii,1 1/2 cups milk,0.5,cups,milk,milkcream,
overnight-french-toast-ii,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
overnight-french-toast-ii,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
apple-raisin-french-toast-strata,"1 (1 pound) loaf cinnamon raisin bread, cubed",1.0,pound,cinnamon raisin bread,bread,
apple-raisin-french-toast-strata,"1 (8 ounce) package cream cheese, diced",8.0,ounces,cream cheese,dairy,cheese
apple-raisin-french-toast-strata,1 cup diced peeled apples,1.0,cups,apples,fruit,
apple-raisin-french-toast-strata,8 eggs,8.0,,eggs,eggs,
apple-raisin-french-toast-strata,2 1/2 cups half-and-half cream,1.0,cups,half and half,milkcream,
apple-raisin-french-toast-strata,"6 tablespoons butter, melted",6.0,tablespoons,butter,fat,
apple-raisin-french-toast-strata,1/4 cup maple syrup,0.25,cups,syrup,syrup,
stuffed-french-toast-i,1 (1 pound) loaf french bread,1.0,pound,french bread,bread,
stuffed-french-toast-i,1 (8 ounce) package cream cheese,8.0,ounces,cream cheese,dairy,cheese
stuffed-french-toast-i,4 eggs,4.0,,eggs,eggs,
stuffed-french-toast-i,1/4 cup irish cream liqueur,0.25,cups,irish cream liqueur,milkcream,
stuffed-french-toast-i,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
stuffed-french-toast-i,1/4 teaspoon ground cinnamon,0.25,teaspoons,cinnamon,flavor,spice
stuffed-french-toast-i,1/4 teaspoon ground nutmeg,0.25,teaspoons,nutmeg,flavor,spice
stuffed-french-toast-i,2 tablespoons butter,2.0,tablespoons,butter,fat,
stuffed-french-toast-i,1/3 cup orange marmalade,0.33,cups,orange marmalade,spread,
caramelized-french-toast,"4 tablespoons butter, divided",4.0,tablespoons,butter,fat,
caramelized-french-toast,6 eggs,6.0,,eggs,eggs,
caramelized-french-toast,1/2 cup milk,0.5,cups,milk,milkcream,
caramelized-french-toast,1/8 teaspoon salt,0.13,teaspoons,salt,flavor,spice
caramelized-french-toast,8 slices bread,8.0,slices,bread,bread,
caramelized-french-toast,1 cup brown sugar,1.0,cups,brown sugar,sugar,
caramelized-french-toast,1/2 cup water,0.5,cups,water,other,
stuffed-french-toast-ii,8 slices oatnut bread,8.0,slices,oatnut bread,bread,
stuffed-french-toast-ii,"1/2 (8 ounce) package cream cheese, softened",4.0,ounces,cream cheese,dairy,cheese
stuffed-french-toast-ii,1/2 cup seedless raspberry jam,0.5,cups,raspberry jam,spread,
stuffed-french-toast-ii,"5 eggs, beaten",5.0,,eggs,eggs,
stuffed-french-toast-ii,1/4 cup milk,0.25,cups,milk,milkcream,
stuffed-french-toast-ii,1 1/2 teaspoons almond extract,0.5,teaspoons,almond extract,flavor,spice
stuffed-french-toast-ii,1 tablespoon butter,1.0,tablespoons,butter,fat,
kerrys-french-toast,1 cup softened cream cheese,1.0,cups,cream cheese,dairy,cheese
kerrys-french-toast,1/2 cup brown sugar,0.5,cups,brown sugar,sugar,
kerrys-french-toast,1/4 teaspoon ground allspice,0.25,teaspoons,allspice,flavor,spice
kerrys-french-toast,1/2 teaspoon ground nutmeg,0.5,teaspoons,nutmeg,flavor,spice
kerrys-french-toast,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
kerrys-french-toast,8 (1/2 inch) slices egg bread,8.0,slices,egg bread,bread,
kerrys-french-toast,"6 extra large eggs, beaten",6.0,large,eggs,eggs,
kerrys-french-toast,1/4 cup milk,0.25,cups,milk,milkcream,
kerrys-french-toast,1/4 cup butter,0.25,cups,butter,fat,
creme-brulee-french-toast,1/2 cup unsalted butter,0.5,cups,butter,fat,
creme-brulee-french-toast,1 cup packed brown sugar,1.0,cups,brown sugar,sugar,
creme-brulee-french-toast,2 tablespoons corn syrup,2.0,tablespoons,syrup,syrup,
creme-brulee-french-toast,6 (1-inch thick) slices french bread,6.0,slices,french bread,bread,
creme-brulee-french-toast,5 eggs,5.0,,eggs,eggs,
creme-brulee-french-toast,1 1/2 cups half-and-half cream,0.5,cups,half and half,milkcream,
creme-brulee-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
creme-brulee-french-toast,1 teaspoon brandy-based orange liqueur (such as grand marnier\xae),1.0,teaspoons,orange liqueur,flavor,liquid
creme-brulee-french-toast,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
almond-french-toast,1 cup slivered almonds,1.0,cups,almonds,nut,
almond-french-toast,3 eggs,3.0,,eggs,eggs,
almond-french-toast,1 cup milk,1.0,cups,milk,milkcream,
almond-french-toast,3 tablespoons all-purpose flour,3.0,tablespoons,flour,other,
almond-french-toast,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
almond-french-toast,1/2 teaspoon baking powder,0.5,teaspoons,baking powder,other,
almond-french-toast,1/2 teaspoon almond extract,0.5,teaspoons,almond extract,flavor,spice
almond-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
almond-french-toast,12 thick slices french bread,12.0,slices,french bread,bread,
almond-french-toast,3 tablespoons canola oil,3.0,tablespoons,oil,fat,
almond-french-toast,"3 tablespoons butter, confectioners' sugar for dusting",3.0,tablespoons,butter,fat,
banana-stuffed-french-toast,"1 (1 pound) loaf french bread, cut into 1 inch slices",1.0,slices,french bread,bread,
banana-stuffed-french-toast,"2 bananas, peeled and sliced",2.0,,bananas,fruit,
banana-stuffed-french-toast,"3 eggs, beaten",3.0,,eggs,eggs,
banana-stuffed-french-toast,1 teaspoon water,1.0,teaspoons,water,other,
banana-stuffed-french-toast,1 tablespoon milk,1.0,tablespoons,milk,milkcream,
banana-stuffed-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
banana-stuffed-french-toast,1 tablespoon orange liqueur,1.0,tablespoons,orange liqueur,flavor,liquid
banana-stuffed-french-toast,1 teaspoon grated orange zest,1.0,teaspoons,orange zest,flavor,zest
banana-stuffed-french-toast,"1/4 cup butter, confectioners' sugar for dusting",0.25,cups,butter,fat,
stuffed-french-toast-with-fresh-berry-topping,"2 cups mixed fresh berries (strawberries, raspberries, blueberries and/or blackberries)",2.0,cups,mixed berries,fruit,
stuffed-french-toast-with-fresh-berry-topping,2 tablespoons granulated sugar,2.0,tablespoons,sugar,sugar,
stuffed-french-toast-with-fresh-berry-topping,2/3 cup low-fat ricotta cheese,0.67,cups,ricotta cheese,dairy,cheese
stuffed-french-toast-with-fresh-berry-topping,1/4 cup strawberry preserves,0.25,cups,strawberries,fruit,
stuffed-french-toast-with-fresh-berry-topping,3 large eggs,3.0,large,eggs,eggs,
stuffed-french-toast-with-fresh-berry-topping,2/3 cup nestle\xae carnation\xae evaporated fat free milk,0.67,cups,evaporated milk,milkcream,
stuffed-french-toast-with-fresh-berry-topping,2 tablespoons packed brown sugar,2.0,tablespoons,brown sugar,sugar,
stuffed-french-toast-with-fresh-berry-topping,2 teaspoons vanilla extract,2.0,teaspoons,vanilla,flavor,spice
stuffed-french-toast-with-fresh-berry-topping,"12 slices (about 3/4-inch thick) french bread, vegetable oil, powdered sugar, maple syrup, heated",12.0,slices,ERROR MULTI INGR,,
stouffers-baked-french-toast,"1 (12 ounce) package stouffer's\xae frozen harvest apples, defrosted",12.0,ounces,apples,fruit,
stouffers-baked-french-toast,2 tablespoons butter or margarine,2.0,tablespoons,butter,fat,
stouffers-baked-french-toast,1/3 cup packed dark brown sugar,0.33,cups,brown sugar,sugar,
stouffers-baked-french-toast,3 eggs,3.0,,eggs,eggs,
stouffers-baked-french-toast,1 cup milk,1.0,cups,milk,milkcream,
stouffers-baked-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,vanilla,flavor,spice
stouffers-baked-french-toast,6 slices bread,6.0,slices,bread,bread,
no-fry-french-toast,nonstick cooking spray,,,cooking spray,fat,
no-fry-french-toast,1 slightly beaten egg,1.0,,eggs,eggs,
no-fry-french-toast,1 slightly beaten egg white,1.0,,egg whites,eggs,
no-fry-french-toast,3/4 cup fat free milk,0.75,cups,milk,milkcream,
no-fry-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
no-fry-french-toast,1/8 teaspoon ground cinnamon,0.13,teaspoons,cinnamon,flavor,spice
no-fry-french-toast,8 (1 inch thick) slices firm-textured french bread,8.0,slices,french bread,bread,
no-fry-french-toast,1/4 teaspoon finely shredded orange peel,0.25,teaspoons,orange peel,flavor,zest
no-fry-french-toast,1/2 cup orange juice,0.5,cups,orange juice,flavor,liquid
no-fry-french-toast,1 tablespoon honey,1.0,tablespoons,honey,flavor,
no-fry-french-toast,1 teaspoon cornstarch,1.0,teaspoons,cornstarch,other,
no-fry-french-toast,1/8 teaspoon ground cinnamon,0.13,teaspoons,cinnamon,flavor,spice
no-fry-french-toast,1 tablespoon powdered sugar (optional),1.0,tablespoons,powdered sugar,sugar,
peanut-butter-and-jelly-french-toast,12 slices bread,12.0,slices,bread,bread,
peanut-butter-and-jelly-french-toast,3/4 cup peanut butter,0.75,cups,peanut butter,spread,
peanut-butter-and-jelly-french-toast,6 tablespoons jelly or jam,6.0,tablespoons,jam,jam,
peanut-butter-and-jelly-french-toast,3 eggs,3.0,,eggs,eggs,
peanut-butter-and-jelly-french-toast,3/4 cup milk,0.75,cups,milk,milkcream,
peanut-butter-and-jelly-french-toast,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
peanut-butter-and-jelly-french-toast,2 tablespoons butter or margarine,2.0,tablespoons,butter,fat,
french-toast-and-spam-sandwiches,1 (12 ounce) container fully cooked luncheon meat (e.g. spam),12.0,ounces,container meat,meat,
french-toast-and-spam-sandwiches,5 eggs,5.0,,eggs,eggs,
french-toast-and-spam-sandwiches,1/2 cup milk,0.5,cups,milk,milkcream,
french-toast-and-spam-sandwiches,8 slices white bread,8.0,slices,white bread,bread,
german-french-toast,1 teaspoon butter,1.0,teaspoons,butter,fat,
german-french-toast,2 eggs,2.0,,eggs,eggs,
german-french-toast,1/2 cup milk,0.5,cups,milk,milkcream,
german-french-toast,8 slices white bread,8.0,slices,white bread,bread,
german-french-toast,8 slices muenster cheese,8.0,slices,muenster cheese,dairy,cheese
holiday-morning-french-toast,1 cup brown sugar,1.0,cups,brown sugar,sugar,
holiday-morning-french-toast,"1/2 cup butter, melted",0.5,cups,butter,fat,
holiday-morning-french-toast,"3 teaspoons mccormick\xae ground cinnamon, divided",3.0,teaspoons,cinnamon,flavor,spice
holiday-morning-french-toast,"3 tart apples, such as granny smith, peeled, cored and thinly sliced",3.0,,apples,fruit,
holiday-morning-french-toast,1/2 cup dried cranberries or raisins,0.5,cups,raisins,fruit dried,
holiday-morning-french-toast,"1 loaf italian or french bread, cut into 1-inch slices",1.0,slices,italian bread,bread,
holiday-morning-french-toast,6 large eggs,6.0,large,eggs,eggs,
holiday-morning-french-toast,1 1/2 cups milk,0.5,cups,milk,milkcream,
holiday-morning-french-toast,1 tablespoon mccormick\xae pure vanilla extract,1.0,tablespoons,vanilla,flavor,spice
make-ahead-cinnamon-french-toast,1 loaf day-old french bread,1.0,loaves,french bread,bread,
make-ahead-cinnamon-french-toast,1 cup hershey\xae's milk chocolate chips or hershey\xae's cinnamon chips,1.0,cups,choclate chips,flavor,choclate
make-ahead-cinnamon-french-toast,"5 eggs, beaten",5.0,,eggs,eggs,
make-ahead-cinnamon-french-toast,1 1/4 cups milk,0.25,cups,milk,milkcream,
make-ahead-cinnamon-french-toast,1/4 teaspoon ground cinnamon,0.25,teaspoons,cinnamon,flavor,spice
make-ahead-cinnamon-french-toast,"1/4 teaspoon vanilla extract, maple syrup (optional)",0.25,teaspoons,ERROR MULTI INGR,,
banana-bread-french-toast,3 eggs,3.0,,eggs,eggs,
banana-bread-french-toast,3 tablespoons sweetened condensed milk,3.0,tablespoons,condensed milk,milkcream,
banana-bread-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
banana-bread-french-toast,2 tablespoons butter,2.0,tablespoons,butter,fat,
banana-bread-french-toast,"1 loaf banana bread, confectioners' sugar for dusting (optional)",1.0,loaves,banana bread,bread,
smuckers-stuffed-french-toast,"1 serving crisco\xae original no-stick cooking spray, filling:",1.0,serving,cooking spray,fat,
smuckers-stuffed-french-toast,"1 (8 ounce) package cream cheese, softened",8.0,ounces,cream cheese,dairy,cheese
smuckers-stuffed-french-toast,2 tablespoons sugar,2.0,tablespoons,sugar,sugar,
smuckers-stuffed-french-toast,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
smuckers-stuffed-french-toast,1/2 cup chopped walnuts or pecans,0.5,cups,walnuts,nut,
smuckers-stuffed-french-toast,"1 teaspoon vanilla extract, toast:",1.0,teaspoons,vanilla,flavor,spice
smuckers-stuffed-french-toast,1 (1 pound) loaf french bread,1.0,pound,french bread,bread,
smuckers-stuffed-french-toast,"4 large eggs, beaten",4.0,large,eggs,eggs,
smuckers-stuffed-french-toast,1 cup half-and-half,1.0,cups,half and half,milkcream,
smuckers-stuffed-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,vanilla,flavor,spice
smuckers-stuffed-french-toast,"1/2 teaspoon nutmeg, glaze:",0.5,teaspoons,nutmeg glaze,flavor,spice
smuckers-stuffed-french-toast,1 cup smucker's\xae apricot preserves,1.0,cups,apricot,fruit,
smuckers-stuffed-french-toast,1/2 cup orange juice,0.5,cups,orange juice,flavor,liquid
smuckers-stuffed-french-toast,1/2 teaspoon almond extract,0.5,teaspoons,almond extract,flavor,spice
fabulous-frosted-french-toast,6 eggs,6.0,,eggs,eggs,
fabulous-frosted-french-toast,1 1/2 cups skim milk,0.5,cups,skim milk,milkcream,
fabulous-frosted-french-toast,2 tablespoons white sugar,2.0,tablespoons,sugar,sugar,
fabulous-frosted-french-toast,2 teaspoons ground cinnamon,2.0,teaspoons,cinnamon,flavor,spice
fabulous-frosted-french-toast,"1 (1 pound) loaf french bread, cut into 3/4 inch slices",1.0,slices,french bread,bread,
fabulous-frosted-french-toast,1/4 cup butter,0.25,cups,butter,fat,
fabulous-frosted-french-toast,"1 (8 ounce) package fat-free cream cheese, softened",8.0,ounces,cream cheese,dairy,cheese
fabulous-frosted-french-toast,2 tablespoons white sugar,2.0,tablespoons,sugar,sugar,
fabulous-frosted-french-toast,2 tablespoons fat-free sour cream,2.0,tablespoons,sour cream,dairy,sour cream
fabulous-frosted-french-toast,"2 tablespoons frozen whipped topping, thawed",2.0,tablespoons,whipped cream,spread,
raspberry-cheesecake-stuffed-french-toast,1 cup milk,1.0,cups,milk,milkcream,
raspberry-cheesecake-stuffed-french-toast,2 tablespoons vanilla extract,2.0,tablespoons,vanilla,flavor,spice
raspberry-cheesecake-stuffed-french-toast,1 cup white sugar,1.0,cups,sugar,sugar,
raspberry-cheesecake-stuffed-french-toast,2 tablespoons cinnamon,2.0,tablespoons,cinnamon,flavor,spice
raspberry-cheesecake-stuffed-french-toast,"4 eggs, beaten",4.0,,eggs,eggs,
raspberry-cheesecake-stuffed-french-toast,1 cup raspberry puree,1.0,cups,raspberry puree,flavor,liquid
raspberry-cheesecake-stuffed-french-toast,"4 ounces cream cheese, softened",4.0,ounces,cream cheese,dairy,cheese
raspberry-cheesecake-stuffed-french-toast,"1 loaf french bread, cut into 1 inch slices, butter, confectioners' sugar for dusting, nutmeg, for topping",1.0,slices,ERROR MULTI INGR,,
french-toast-strata,"1/3 cup splenda\xae no calorie sweetener, granulated",0.33,cups,sugar,sugar,
french-toast-strata,1 cup egg substitute,1.0,cups,egg substitute,eggs,
french-toast-strata,2/3 cup skim milk,0.67,cups,skim milk,milkcream,
french-toast-strata,3/4 teaspoon imitation maple flavor,0.75,teaspoons,syrup,syrup,
french-toast-strata,8 slices cinnamon-raisin bread,8.0,slices,cinnamon raisin bread,bread,
french-toast-strata,"2 cups peeled apples, thinly sliced",2.0,cups,apples,fruit,
french-toast-strata,1/4 cup low fat cream cheese,0.25,cups,cream cheese,dairy,cheese
french-toast-strata,"1 tablespoon splenda\xae no calorie sweetener, granulated",1.0,tablespoons,sugar,sugar,
french-toast-strata,1/2 teaspoon cinnamon,0.5,teaspoons,cinnamon,flavor,spice
orange-pecan-french-toast,1 cup packed brown sugar,1.0,cups,brown sugar,sugar,
orange-pecan-french-toast,"1/3 cup butter, melted",0.33,cups,butter,fat,
orange-pecan-french-toast,2 tablespoons light corn syrup,2.0,tablespoons,syrup,syrup,
orange-pecan-french-toast,1/3 cup chopped pecans,0.33,cups,pecans,nut,
orange-pecan-french-toast,12 (3/4 inch thick) slices french bread,12.0,slices,french bread,bread,
orange-pecan-french-toast,1 teaspoon grated orange zest,1.0,teaspoons,orange zest,flavor,zest
orange-pecan-french-toast,1 cup fresh orange juice,1.0,cups,orange juice,flavor,liquid
orange-pecan-french-toast,1/2 cup 2% milk,0.5,cups,milk,milkcream,
orange-pecan-french-toast,3 tablespoons white sugar,3.0,tablespoons,sugar,sugar,
orange-pecan-french-toast,1 teaspoon ground cinnamon,1.0,teaspoons,cinnamon,flavor,spice
orange-pecan-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
orange-pecan-french-toast,3 egg whites,3.0,,egg whites,eggs,
orange-pecan-french-toast,2 eggs,2.0,,eggs,eggs,
orange-pecan-french-toast,1 tablespoon confectioners' sugar for dusting,1.0,tablespoons,confectioners sugar,sugar,
fantastic-french-toast,4 eggs,4.0,,eggs,eggs,
fantastic-french-toast,1/4 cup milk,0.25,cups,milk,milkcream,
fantastic-french-toast,"1 teaspoon vanilla, dash salt",1.0,teaspoons,vanilla,flavor,spice
fantastic-french-toast,1 tablespoon butter or margarine,1.0,tablespoons,butter,fat,
fantastic-french-toast,4 slices bread,4.0,slices,bread,bread,
fantastic-french-toast,1/4 cup chopped peanuts,0.25,cups,peanuts,nut,
fantastic-french-toast,3/4 cup maple-flavored syrup,0.75,cups,syrup,syrup,
fantastic-french-toast,1/2 cup jif\xae creamy peanut butter,0.5,cups,peanut butter,spread,
french-toast-strata-with-apples-and-raisins-1,"1 loaf earth grains\xae buttermilk bread, cubed",1.0,loaves,buttermilk bread,bread,
french-toast-strata-with-apples-and-raisins-1,"1 (8 ounce) package neufchatel cheese, cubed",8.0,ounces,neufchatel cheese,dairy,cheese
french-toast-strata-with-apples-and-raisins-1,1 cup diced peeled apples,1.0,cups,apples,fruit,
french-toast-strata-with-apples-and-raisins-1,1/2 cup raisins,0.5,cups,raisins,fruit dried,
french-toast-strata-with-apples-and-raisins-1,4 eggs,4.0,,eggs,eggs,
french-toast-strata-with-apples-and-raisins-1,3/4 cup egg substitute,0.75,cups,egg substitute,eggs,
french-toast-strata-with-apples-and-raisins-1,1 cup half-and-half cream,1.0,cups,half and half,milkcream,
french-toast-strata-with-apples-and-raisins-1,1 1/2 cups fat-free half-and-half,0.5,cups,half and half,milkcream,
french-toast-strata-with-apples-and-raisins-1,"6 tablespoons butter, melted",6.0,tablespoons,butter,fat,
french-toast-strata-with-apples-and-raisins-1,1/4 cup maple syrup,0.25,cups,syrup,syrup,
french-toast-with-almonds,1 cup slivered almonds,1.0,cups,almonds,nut,
french-toast-with-almonds,1/2 cup liquid egg substitute,0.5,cups,egg substitute,eggs,
french-toast-with-almonds,1 cup fat-free milk,1.0,cups,milk,milkcream,
french-toast-with-almonds,3 tablespoons all-purpose flour,3.0,tablespoons,flour,other,
french-toast-with-almonds,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
french-toast-with-almonds,1/2 teaspoon baking powder,0.5,teaspoons,baking powder,other,
french-toast-with-almonds,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
french-toast-with-almonds,1/2 teaspoon almond extract,0.5,teaspoons,almond extract,flavor,spice
french-toast-with-almonds,12 slices sara lee\xae soft &amp; smooth\u2122 whole grain white bread,12.0,slices,white bread,bread,
french-toast-with-almonds,3 tablespoons canola oil,3.0,tablespoons,oil,fat,
french-toast-with-almonds,"3 tablespoons butter, confectioners' sugar for dusting (optional)",3.0,tablespoons,butter,fat,
banana-french-toast-breakfast-sandwiches,1/2 cup liquid egg substitute,0.5,cups,egg substitute,eggs,
banana-french-toast-breakfast-sandwiches,1 teaspoon water,1.0,teaspoons,water,other,
banana-french-toast-breakfast-sandwiches,1 tablespoon nonfat milk,1.0,tablespoons,milk,milkcream,
banana-french-toast-breakfast-sandwiches,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
banana-french-toast-breakfast-sandwiches,1 teaspoon grated orange zest,1.0,teaspoons,orange zest,flavor,zest
banana-french-toast-breakfast-sandwiches,"2 bananas, peeled and sliced",2.0,,bananas,fruit,
banana-french-toast-breakfast-sandwiches,12 slices sara lee\xae soft &amp; smooth\u2122 whole grain white bread,12.0,slices,white bread,bread,
banana-french-toast-breakfast-sandwiches,"1/4 cup butter, confectioners' sugar for dusting",0.25,cups,butter,fat,
french-toast-sandwiches,"1/2 (8 ounce) package neufchatel cheese, softened",4.0,ounces,neufchatel cheese,dairy,cheese
french-toast-sandwiches,1/2 cup brown sugar,0.5,cups,brown sugar,sugar,
